Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID
1039,"예, 잊을수 있어요. 잊어야죠.",어영,dysphoria,dysphoria,143,11
1040,"그게 말이 쉽지, 온만큼 가야 할거야. 오년 연애한거 되돌릴려면 적어도 그 시간은 필요하겠지.",범인,dysphoria,dysphoria,143,12
1041,"그래도, 이왕 헤어지기로 맘먹었으면 돌아보지 마라. 날아가는 새는 돌아보지 않는 법이래.",범인,dysphoria,dysphoria,143,13
1042,"예, 돌아보지 않을게요. 앞만 보고 날아갈게요. 아부진 그런 멋진 말을 어디서 다 아세요?",어영,euphoria,euphoria,143,14
1043,"배운게 짧으니 그거 메꿀려고 이것저것 닥치는대로 많이 읽었지. 혼자 속으로 끙끙대지말고. 그게 보통 힘든 일이냐?",범인,euphoria,euphoria,143,15
1044,"세상에 힘들다 힘들다 해도 남녀간 문제만큼 맘써지는 일은 없어. 그게 사람 최고로 아프게 하는 일이야.",범인,dysphoria,dysphoria,143,16
1045,"걱정하지 마세요. 저 씩씩해요. 아부지가 저 그렇게 키우셨잖아요. 그까짓 남자가 뭐라고...저 벌써 다 잊었어요.",어영,euphoria,euphoria,143,17
1046,"너만은 상처 안받고 잘살길 바랬어. 에미도 없이 니들 키우면서 내가 기도한건 그것뿐이었다.",범인,euphoria,euphoria,143,18
1047,"에이, 아부지땜에 안되겠네. 저요, 남자들 줄섰어요. 저 연애 바로 시작할테니까 걱정하지 마세요.",어영,euphoria,euphoria,143,19
1048,"그래. 얼른 좋은놈 하나 낚아채. 연애도 재미나게 하고 결혼도 하고. 나도 실은 그놈, 맘에 안들었다. 헤어지길 잘했어.",범인,euphoria,euphoria,143,20
1049,"그렇죠?",어영,euphoria,euphoria,143,21
1050,"응. 넌 가슴이 따뜻한 사람 만나야돼. 변덕 부리지 않고 한결같이 널 봐줄수 있는 사람. 그놈은 냉정하고 차가워서 너하고 안맞아. .",범인,euphoria,euphoria,143,22
1051,"그쵸 아부지? 진짜로 잘했죠? 아부지, 축하해주세요. 그놈하고 끝낸거.",어영,euphoria,euphoria,143,23
1052,"우리 딸의 새로운 연애를 위하여.",범인,euphoria,euphoria,143,24
1053,"치, 나만 쏙 빼놓고. 그러기만 해?",부영,euphoria,euphoria,144,0
1054,"조만간 너두 껴줄게.",어영,euphoria,euphoria,144,1
1055,"진짜? 오늘 뭐 먹었어?",부영,euphoria,euphoria,144,2
1056,"꼼장어에 닭똥집.",어영,euphoria,euphoria,144,3
1057,"맛있겠다. 꼼장어에 소주한잔 캬아,",부영,euphoria,euphoria,144,4
1058,"너?",어영,euphoria,euphoria,144,5
1059,"아 아냐 언니. 그냥 드라마같은데서 그러길래 흉내낸거야.",부영,euphoria,euphoria,144,6
1060,"주부영?",어영,euphoria,euphoria,144,7
1061,"진짜야. 내친구들도 나보고 다 천연기념물이래. 대학교 일학년이나 돼갖고 술한잔도 못마시고, 열시 땡하면 통행금지 있는애 나밖에 없다고.",부영,euphoria,euphoria,144,8
1062,"아부지가 술 가르쳐주신댔으니까 기다려. 그리구, 말씀드렸다. 끝냈다고.",어영,euphoria,euphoria,144,9
1063,"정말? 아부지 뭐라셔?",부영,euphoria,euphoria,144,10
1064,"잘했대. 말씀드리고 나니 속이 시원하다.",어영,euphoria,euphoria,144,11
1065,"아부지가 딴말은 안하셨지?",부영,euphoria,euphoria,144,12
1066,"딴말 뭐?",어영,euphoria,euphoria,144,13
1067,"아냐. 근데 아부지 참 이상해. 경찰차만 지나가면 기겁하셔. 옛날부터 그러시는데, 좀 이상해. 언닌 알아? 아부지가 왜 그러신지?",부영,dysphoria,dysphoria,144,14
1068,"글세, 뭐 따로 이유가 있겠니? 사람마다 무서운게 다르니까. 넌 천둥번개치는거 젤 무서워 하잖아.",어영,neutral,neutral,144,15
1069,"맞어. 아줌마 말야. 그냥 우리집에 있으면 안돼?",부영,neutral,neutral,144,16
1070,"아부지랑 짰니? 똑같은 말 하게.",어영,dysphoria,dysphoria,144,17
1071,"언니가 한번만 양보해주라. 나도 아부지도 아줌마 있음 편해.",부영,euphoria,euphoria,144,18
1072,"몸은 편한지 몰라도 너한테 별로 좋은 사람 아니야.",어영,dysphoria,dysphoria,144,19
1073,"언니 문자왔다. 허락한거다?",부영,euphoria,euphoria,144,20
1074,"까꿍. 잠깐 나와봐.",이상,euphoria,euphoria,144,21
1075,"왜 이렇게 목이 마르지? 술을 너무 많이 마셨나?",어영,euphoria,euphoria,144,22
1076,"물 갖다줄까?",부영,euphoria,euphoria,144,23
1077,"아냐아냐. 공부하는 애 심부름 시키면 안되지. 술도 깰겸 주방에 가서 물한잔 마시고 마당에 나가서 찬바람좀 확 쐬고 올테니까 기다리지마?",어영,euphoria,euphoria,144,24
1078,"주무셔?",우미,euphoria,euphoria,145,0
1079,"응. 좀전에 누우셨어.",연희,neutral,neutral,145,1
1080,"식을까봐 부랴부랴 뛰어 왔는데. 저녁은 드셨어?",우미,neutral,neutral,145,2
1081,"아까 닭찜시켜 드렸더니 혼자 다 드시고 질린다고 다신 안드신대.",연희,neutral,neutral,145,3
1082,"왜, 혼수에미가 밥 싸날르기 싫다고 아부지한테 일르디?",과자,dysphoria,dysphoria,146,0
1083,"엄만 왜 엉뚱하게 형수를 잡아?",이상,dysphoria,dysphoria,146,1
1084,"내가 닭찜 좀 해달랬더니 그거 하기 싫어서 이핑계 저핑계.",과자,dysphoria,dysphoria,146,2
1085,"아부지한테 걸렸대요. 밤에 해오니까 어머니 주무셨구요. 지금도 어머니 오신다고 음식 준비해요.",현찰,dysphoria,dysphoria,146,3
1086,"준비하면 나혼자 먹냐? 어차피 온식구 다먹는거. 지는 안먹는대?",과자,dysphoria,dysphoria,146,4
1087,"울엄마 하여간. 이럴때 보면 영락없는 시어머니야. 엄마가 이러니까 내가 장가가기 무섭지.",이상,dysphoria,dysphoria,146,5
1088,"큰형은 전화도 안받고 뭐한다니? 먼일 있다니?",과자,dysphoria,dysphoria,146,6
1089,"큰형이 먼일 있을게 뭐있어? 아부지 기다리셔. 얼른 일어나.",이상,dysphoria,dysphoria,146,7
1090,"싫다. 난 뭐 오라면오고 가라면 가는 사람이냐?",과자,dysphoria,dysphoria,146,8
1091,"응.",이상,neutral,neutral,146,9
1092,"웃지마라. 너까지 왜 그러냐?",건강,dysphoria,dysphoria,147,0
1093,"오빠 보고 안웃는 사람있음 나와보라 그래. 암만 봐도 너무 웃겨. 이 바지.",청난,euphoria,euphoria,147,1
1094,"니가 사다 줬잖아.",건강,euphoria,euphoria,147,2
1095,"똥집, 아니 거기 안닿는 바지 사달라매?",청난,euphoria,euphoria,147,3
1096,"됐고, 아아.",건강,euphoria,euphoria,147,4
1097,"많이 아파?",청난,euphoria,euphoria,147,5
1098,"보면 모르냐? 한걸음씩 뗄때마다 땅이 울리고 하늘이 울린다. 왜.",건강,dysphoria,dysphoria,147,6
1099,"큰형, 지금 빨랑 와. 엄마 집에 들어가시니까 형도 빨랑 와서 해결하는게 좋을거 같애.",이상,dysphoria,dysphoria,147,7
1100,"나중에 가면 안되겠냐? 나 걷지도 못하고 앉지도 못해.",건강,dysphoria,dysphoria,147,8
1101,"좋아. 어차피 부딪힐거 지금이 낫겠다. 알았어. 바로 갈게.",건강,euphoria,euphoria,148,0
1102,"오빠 혼자 갈수 있어?",청난,dysphoria,dysphoria,148,1
1103,"혼자 가야지 누구랑 가냐?",건강,dysphoria,dysphoria,148,2
1104,"나랑.",청난,euphoria,euphoria,148,3
1105,"됐고, 택시 좀 잡아주라.",건강,neutral,neutral,148,4
1106,"어머니. 오셨어요?",우미,neutral,neutral,149,0
1107,"아부지. 엄마 오셨어요.",이상,neutral,neutral,149,1
1108,"형수님, 저 그럼 가볼게요. 엄마 간다. 아부지랑 얘기 잘해.",이상,neutral,neutral,149,2
1109,"뭘 잘했다고 온식구가 대환영이야? 모시러 가고 잔칫상 벌리고.",순경,dysphoria,dysphoria,149,3
1110,"내가 못한건 뭔데요?",과자,dysphoria,dysphoria,149,4
1111,"일단 앉아서 말씀 나누세요. 아부지두요.",이상,neutral,neutral,149,5
1112,"이건 왜 안와?",순경,dysphoria,dysphoria,149,6
1113,"온대요. 치질수술한 애를 꼭 불러야 속이 시원해요?",과자,dysphoria,dysphoria,149,7
1114,"큰형 올겁니다. 시원한 맥주한잔 하시면서, 삼일만에 상봉하신 부부의 정을 찐하게 나눠 보시길. 자, 쨘하시고.",이상,euphoria,euphoria,149,8
1115,"쨘 좋아해.",과자,dysphoria,dysphoria,149,9
1116,"뭘 잘했다고 퉁퉁 부어서 난리야?",순경,dysphoria,dysphoria,149,10
1117,"내가 잘못한건 뭔데요? 건강이 이혼한게 내 잘못이에요? 어떻게 말끝마다 델꼬 온 자식 취급하는지, 남들이 들으면 건강이 내가 델꼬 온 자식인줄 알겠어요.",과자,dysphoria,dysphoria,149,11
1118,"똑같이 낳은 자식 똑같이 키웠는데, 잘못한게 있으면 우리 둘다 잘못한거지 왜 나만 잡아요 잡기를?",과자,dysphoria,dysphoria,149,12
1119,"니엄마 뭐 잘못먹었냐? 왜 이래?",순경,dysphoria,dysphoria,149,13
1120,"엄마도 그동안 서운한게 있으셨나봐요. 그냥 좀 들어주세요 아부지.",이상,dysphoria,dysphoria,149,14
1121,"서운해? 자식 그모양으로 키워놓고 서운해?",순경,dysphoria,dysphoria,149,15
1122,"나혼자 키웠어요?",과자,dysphoria,dysphoria,149,16
1123,"당신이 이모양으로 감싸고 도니까 그모양 그꼬라지 아냐? 말나온김에 해봐 어디!",순경,dysphoria,dysphoria,149,17
1124,"응. 어머니 지금 막 오셨는데 분위기가 수상해. 아무래도 한바탕 하실 모양이야. 도련님도 가봐야 된다는데 나혼자 어떡해?",우미,dysphoria,dysphoria,150,0
1125,"뭐야? 뭘 잘했다고 꼬박꼬박 말대꾸야? 오늘 해보자 이거야?",순경,dysphoria,dysphoria,150,1
1126,"해요 해. 하라면 누가 못해? 누가 겁난대요?",과자,dysphoria,dysphoria,150,2
1127,"들었지?",우미,dysphoria,dysphoria,150,3
1128,"알았어. 바로 갈게.",현찰,dysphoria,dysphoria,151,0
1129,"형.",현찰,neutral,neutral,152,0
1130,"부르지마라. 죽을맛이다.",건강,dysphoria,dysphoria,152,1
1131,"그놈 고등학교때부터 삐뚤어지기 시작했어. 그때 나한테 진작에 귀뜸이라도 했으면 그놈 그렇게 빗나가지 않았어.",순경,dysphoria,dysphoria,153,0
1132,"애가 문제가 있으면 문제가 뭔지 조근조근 알아볼 생각은 안하고 무조건 매부터 드니 어린게 무슨수로 견뎌요?",과자,dysphoria,dysphoria,153,1
1133,"그놈 잘못된게 나때문이야? 어려서부터 오냐오냐 지뜻 다 받들어 키웠어. 장남이라고 온갖거 지혼자 다 하고 컸다고. 더 이상 뭘 얼마나 잘해줘?",순경,dysphoria,dysphoria,153,2
1134,"이제와서 말이지만 건강이 이혼한거 반은 당신 책임이야. 알지도 못하고,",과자,dysphoria,dysphoria,153,3
1135,"뭐야?",순경,dysphoria,dysphoria,153,4
1136,"그때 결혼반대만 안했어도, 아니 집에 왔다갔다 하게만 했어도 이혼까진 안갔을거야.",과자,dysphoria,dysphoria,153,5
1137,"나이 마흔이 다 된놈이 무슨 애야, 애는? 당신이 이모양이니까 점점 더하잖아. 이거 빨랑 오라 그래. 온다더니 왜 안와?",순경,dysphoria,dysphoria,153,6
1138,"와, 왔어요. 형 아까부터 와 있었어요.",이상,dysphoria,dysphoria,153,7
1139,"세상에, 아부지가 얼마나 무서우면 수술까지 한 몸으로 쫓아와? 얼굴이 아주 반쪽이 됐네.",과자,dysphoria,dysphoria,153,8
1140,"아부지, 죄송합니다.",건강,dysphoria,dysphoria,153,9
1141,"못난 놈.",순경,dysphoria,dysphoria,153,10
1142,"아부지, 실망시켜 드려서 죄송합니다.",건강,dysphoria,dysphoria,153,11
1143,"몸은 괜찮다니? 그 수술이 그렇게 아프다는데..수술하면 수술한다고 연락이라도 하지. 아프면 편하게 앉어.",과자,dysphoria,dysphoria,153,12
1144,"기억 안나? 나 오년전에 치질수술한 사람이야.",순경,dysphoria,dysphoria,153,13
1145,"당신은 다 늙어서 아픈줄도 모르지만, 얘는 연하디 연한 새살인데 얼마나 아프겠어요? 내가 아주 살기가 싫다 살기가 싫어.",과자,dysphoria,dysphoria,153,14
1146,"이혼은 왜 했어?",순경,dysphoria,dysphoria,153,15
1147,"서로 뜻이 안맞아서...",건강,dysphoria,dysphoria,153,16
1148,"이혼하자는데는 뜻이 맞았고? 묻잖아. 이혼하자는데는 뜻이 맞았냐고.",순경,dysphoria,dysphoria,153,17
1149,"느이 아부지가 이렇다. 지금도 봐라. 꼭 범인 심문하듯이.",과자,dysphoria,dysphoria,153,18
1150,"그래, 서로 그만살자 합의보고 이혼했다 치자. 직장은 왜 그만뒀어?",순경,dysphoria,dysphoria,153,19
1151,"뭐가 안맞으니 그만 뒀겠죠.",과자,dysphoria,dysphoria,153,20
1152,"야, 니엄마 델꼬 들어가라.",순경,dysphoria,dysphoria,153,21
1153,"놔둬. 내가 왜 들어가?",과자,dysphoria,dysphoria,153,22
1154,"저기...딴거 좀 해볼려구요.",건강,dysphoria,dysphoria,153,23
1155,"딴거 뭐?",순경,dysphoria,dysphoria,153,24
1156,"딴거 한대잖아요. 넘어갑시다. 환잔데.",과자,dysphoria,dysphoria,153,25
1157,"니가 딴거 뭐할게 있어? 재주가 있어, 기술이 있어? 그것도 겨우 내덕에 취직해놓고 그걸 홀랑 때려쳐? 사장이 그렇게 말렸는데도 고집 부렸다며?",순경,dysphoria,dysphoria,153,26
1158,"이혼하면서 위자룐지 뭔지 그 여시같은거한테 홀라당 다 뜯겼대요.",과자,dysphoria,dysphoria,153,27
1159,"당신, 얘 변호사야, 대변인이야? 왜 자꾸 나서? 이러니까 얘가 이모양 아냐?",순경,dysphoria,dysphoria,153,28
1160,"그러니까 다그치지 좀 말아요. 당신만 보면 덜덜 떠는 애한테 목을 졸라대니 애가 무슨 말을 어떻게 해요?",과자,dysphoria,dysphoria,153,29
1161,"앞으로 계획이 뭔지 말해봐.",순경,dysphoria,dysphoria,153,30
1162,"저기, 일단 이대로 상황을 이리저리 보는 중인데...뭐좀 심어논게 있어서, 그게 지금 막 되는 중이라서,  조만간 그게 풀릴거고 그때 이것저것 손을 좀 써볼려고...",건강,dysphoria,dysphoria,153,31
1163,"대변인, 해석해봐. 뭐래는거야? 당신은 알아 들었지?",순경,dysphoria,dysphoria,153,32
1164,"지금 뭔가 준비하고 있다잖아요.",과자,dysphoria,dysphoria,153,33
1165,"도대체 먼소린지. 이리저리 왔다갔다 오르락내리락, 그래서, 뭐가 어떻다고? 구체적인 뭐가 하나도 없잖아.",순경,dysphoria,dysphoria,153,34
1166,"지금 현잰 구체적이진 않지만 조만간 구체적인 생각이 구체적으로다가,",건강,dysphoria,dysphoria,153,35
1167,"나가. 당장 나가! 꼴도 보기싫어.",순경,dysphoria,dysphoria,153,36
1168,"티끌 모아봤자 티끌 된다고, 그냥 큰거 한방이면 해결이 빵, 아니 뽕,",건강,dysphoria,dysphoria,153,37
1169,"이걸 그냥.",순경,dysphoria,dysphoria,153,38
1170,"아부지.",현찰이상,dysphoria,dysphoria,153,39
1171,"왜 툭하면 손찌검이래?",과자,dysphoria,dysphoria,153,40
1172,"이놈 말하는거 들었지? 뭐가 어째? 티끌 모아봤자 티끌이야? 큰거 한방이면 뭐가 어째? 못난놈.",순경,dysphoria,dysphoria,153,41
1173,"싸고 싶어도 못싼다잖아요. 오죽하면 수술을 해?",과자,dysphoria,dysphoria,153,42
1174,"꺼져. 더이상 이놈이랑 말안해. 도대체가 생각이 없어. 당장 나가. 꼴도 보기싫다.",순경,dysphoria,dysphoria,153,43
1175,"그럼 나도 나가게 돈이나 해줘요.",과자,dysphoria,dysphoria,153,44
1176,"뭐야?",순경,dysphoria,dysphoria,153,45
1177,"엄마.",이상,dysphoria,dysphoria,153,46
1178,"건강이 나혼자 낳은 내자식이니까 둘이 나가 살겠다구요. 둘이 나가 살게 방얻을 돈이나 해줘요.",과자,dysphoria,dysphoria,153,47
1179,"당신도 나가. 나가서 내눈앞에 보이지도 말어! 나 저놈만 보면 열통터져. 혈압 올라 죽을거같으니까 당장 꺼져! 당장!",순경,dysphoria,dysphoria,153,48
1180,"안녕히 계세요.",건강,dysphoria,dysphoria,153,49
1181,"건강아, 어디가? 가지말어. 야, 형 잡아라. 형 잡어.",과자,dysphoria,dysphoria,153,50
1182,"큰형.",이상,dysphoria,dysphoria,153,51
1183,"저저, 어기적대며 돌아댕기는 꼬라지 좀 봐. 옷꼬라진 저게 또 뭐야? 똥싼 바지도 아니고, 에이.",순경,dysphoria,dysphoria,153,52
1184,"지난번 입감된 용의자들 뭐좀 먹였나?",이상,neutral,neutral,154,0
1185,"예.",마탄,neutral,neutral,154,1
1186,"솔직히 우린 굶어도 걔들은 짤없이 먹입니다. 안그랬단 일나죠. 인권이 어쩌니.",유치장,dysphoria,dysphoria,154,2
1187,"취조실에선 두분 완전히 환상적이었습니다. 두목이 바로 불었잖습니까?",마탄,euphoria,euphoria,154,3
1188,"그정도는 누구라도 맞춰. 환상은 무슨.",유치장,euphoria,euphoria,154,4
1189,"증거물은?",이상,neutral,neutral,154,5
1190,"현장에서 확보한게 충분합니다. 아무리 발뺌해도 소용없죠.",마탄,euphoria,euphoria,154,6
1191,"서로 지들끼리 입맞추지 않도록 단속 잘해. 진행상황 바로바로 보고하고.",이상,neutral,neutral,154,7
1192,"알겠습니다.",마탄,neutral,neutral,154,8
1193,"아, 허리야. 빨랑줘. 허리아프단 말야. 긴급체포한다?",이상,euphoria,euphoria,155,0
1194,"대한민국 최고 경찰이라는 사람이 만두 하나에 목매는거 봐라.",어영,euphoria,euphoria,155,1
1195,"경찰도 먹고 살아야지. 저게 뭐지?",이상,euphoria,euphoria,155,2
1196,"여보세요.",어영,neutral,neutral,156,0
1197,"나야.",재수,neutral,neutral,156,1
1198,"일단 이번주까지 잠복근무 해보고 결정합시다.",이상,neutral,neutral,157,0
1199,"하루 이틀도 아니고, 이게 경험상 잠복으로 되는게 아니거든요?",유치장,neutral,neutral,157,1
1200,"무슨 말씀인지 충분히 알겠지만, 용의자들 동태 파악을 확실하게 한뒤에,",이상,neutral,neutral,157,2
1201,"동태 파악하다 우리가 동태 되겠으니 하는 말이죠.",유치장,dysphoria,dysphoria,157,3
1202,"잔챙이 잡아봤잡니다. 더 윗선을 잡기위해 그런거니 조금만 더 고생해주십시요.",이상,dysphoria,dysphoria,157,4
1203,"누가 고생하기 싫어 그러나? 눈에 보이는 실적이 있어야 신바람나서 일할거 아니냐고. 참나. 맥빠져서 못해먹겠네. 알아도 내가 더잘알지.",유치장,dysphoria,dysphoria,157,5
1204,"유경사님.",마탄,neutral,neutral,157,6
1205,"잠복하러 가겠습니다.",방범용,neutral,neutral,157,7
1206,"유경사님 성격 하여간. 어차피 할거 다 하면서 사람속은 왜 뒤집는지.",조사중,dysphoria,dysphoria,157,8
1207,"저도 현장에 나가 보겠습니다.",마탄,neutral,neutral,157,9
1208,"느이 아부지랑 한방에서 숨쉬는 것도 싫다.",과자,dysphoria,dysphoria,158,0
1209,"도련님 오셨어요?",우미,neutral,neutral,158,1
1210,"예.",이상,neutral,neutral,158,2
1211,"저녁은요?",우미,neutral,neutral,158,3
1212,"먹었죠. 형수님, 제가 늦게 들올땐 당연히 먹었겠지 생각하세요. 안먹었을땐 말씀 드릴게요.",이상,neutral,neutral,158,4
1213,"예.",우미,neutral,neutral,158,5
1214,"형수 그렇게 챙기는 시동생은 대한민국에 너밖에 없을거다. 혼수에미 알고 있냐?",과자,dysphoria,dysphoria,158,6
1215,"제가 도련님 덕에 살잖아요. 도련님 만나는 여자, 누가 될지 정말 부럽네요.",우미,euphoria,euphoria,158,7
1216,"니신랑이 어때서? 복이 터져서 아주 싸서 뭉개는구나.",과자,dysphoria,dysphoria,158,8
1217,"그러게요. 근데 어머니 여기서 주무시면 감기드세요. 제가 애들 데리고 잘테니까 애들방에 가서 주무세요.",우미,dysphoria,dysphoria,158,9
1218,"됐다. 속에서 천불나고 열불나는데 아무데서나 자지. 시원한 찬물이나 갖구와.",과자,dysphoria,dysphoria,158,10
1219,"예.",우미,neutral,neutral,158,11
1220,"엄마 왜그래?",이상,dysphoria,dysphoria,158,12
1221,"내가 뭘?",과자,dysphoria,dysphoria,158,13
1222,"엄마가 거실바닥에서 자면 형수가 얼마나 불편해? 엄만 왜 남생각을 안해? 시어머니가 거실 바닥에서 자는데 며느리 심정이 어떻겠어?",이상,dysphoria,dysphoria,158,14
1223,"니들 전부 짰냐? 어떻게 내 생각하는 놈은 한놈도 없어?",과자,dysphoria,dysphoria,158,15
1224,"엄마생각해서 하는 소리야. 차라리 내방으로 가. 엄마한테 할말도 있고 오랜만에 막내랑 한번 자봅시다.",이상,dysphoria,dysphoria,158,16
1225,"놔아. 너랑 같이 안자. 넓은데서 내맘대로 뒹굴뒹굴 잘거야.",과자,dysphoria,dysphoria,158,17
1226,"어허!",이상,dysphoria,dysphoria,158,18
1227,"돈 해드릴거야?",우미,dysphoria,dysphoria,159,0
1228,"내가 돈이 어딨냐? 대출끌어온거 갚느라 허리가 휠 정돈데.",현찰,dysphoria,dysphoria,159,1
1229,"그럼 사실대로 말씀드려. 왜 암말도 못해? 어머닌 자기가 돈 쌓쟁여놓고 안주는줄 아시잖아.",우미,dysphoria,dysphoria,159,2
1230,"그럼 어머니 앞에서 징징거려야 되겠냐?",현찰,dysphoria,dysphoria,159,3
1231,"누가 징징거리래? 당신이 맨날 있는척 하니까 무조건 당신한테 손벌리잖아.",우미,dysphoria,dysphoria,159,4
1232,"내가 알아서 해. 신경꺼.",현찰,dysphoria,dysphoria,159,5
1233,"마누라한텐 그렇게 인색하면서 어머니한텐 어떻게 그렇게 너그러워?",우미,dysphoria,dysphoria,159,6
1234,"사람 말하는데 꼭 엿듣고 그러냐?",현찰,dysphoria,dysphoria,159,7
1235,"엿들은게 아니라 그냥 들렸어. 집구석 뻔한데 그렇게 크게 말하는데 안들려? 당신이 장남이야?",우미,dysphoria,dysphoria,159,8
1236,"그만해.",현찰,dysphoria,dysphoria,159,9
1237,"부모님이 당신한테 해준게 뭐있어?  당신은 자식 아냐? 어디서 줏어온 자식이래?",우미,dysphoria,dysphoria,159,10
1238,"조용히 해!",현찰,dysphoria,dysphoria,159,11
1239,"맨날 나한테만 큰소리지. 내가 홍어마누라야? 그저 만만한게 뭐라고.",우미,dysphoria,dysphoria,159,12
1240,"안나가?",현찰,dysphoria,dysphoria,159,13
1241,"나가 나가.",우미,dysphoria,dysphoria,159,14
1242,"이번에 너네 경찰서에서 큰건 하나 했드라? 신문에서 봤다.",순경,euphoria,euphoria,160,0
1243,"그것땜에 다들 고생이 많았어요. 저야 한것도 없이 그냥 업혀간거죠.",이상,euphoria,euphoria,160,1
1244,"왜 한게 없겠냐? 경찰은 몸이 재산이다. 작전 나갈땐 특히 몸상하지 않게 잘 챙겨가면서 해.",순경,euphoria,euphoria,160,2
1245,"예. 어젯밤에 혼자 썰렁하셨죠? 엄마 저랑 주무셨는데..",이상,euphoria,euphoria,160,3
1246,"아주 그방으로 짐 옮겨가라.",순경,dysphoria,dysphoria,160,4
1247,"집에만 들오시면 엄마부터 찾으시면서.",이상,euphoria,euphoria,160,5
1248,"안찾아. 이젠 찾을것도 없다.",순경,dysphoria,dysphoria,160,6
1249,"엄마한테 너무 그러지 마세요. 엄마도 많이 속상해하세요. 아부지, 큰형 말인데요,",이상,dysphoria,dysphoria,160,7
1250,"아침부터 그놈 얘길 뭐하러 꺼내? 재수때가리없게. 너 주말에 뭐하냐?",순경,dysphoria,dysphoria,160,8
1251,"왜요?",이상,neutral,neutral,160,9
1252,"심심하면 선한번 보라고.",순경,neutral,neutral,160,10
1253,"저 이제 겨우 스물일곱이에요. 친구들 아무도 장가 안갔다구요.",이상,dysphoria,dysphoria,160,11
1254,"친구들하고 넌 다르지. 경찰간분데. 괜찮은 여경하나 있는데 소개해주까?",순경,euphoria,euphoria,160,12
1255,"저하나 경찰인걸로 충분해요.",이상,neutral,neutral,160,13
1256,"부부경찰 좋잖아. 니덕에 경찰며느리 한번 보자. 내가 아는 경위님인데 살짝 통통하니 귀여워.",순경,euphoria,euphoria,160,14
1257,"으..",이상,dysphoria,dysphoria,160,15
1258,"니 사진 보여주니까 꺼뻑 넘어가드라. 주말에 선봐.",순경,euphoria,euphoria,160,16
1259,"어쩐일이야?",어영,neutral,neutral,161,0
1260,"출근하는 길에 얼굴보고 갈려고. 어제 무슨일 있었어?",이상,euphoria,euphoria,161,1
1261,"아니. 그냥 좀.",어영,dysphoria,dysphoria,161,2
1262,"자기 보고 싶었는데. 무슨 일인지 내가 알면 안돼?",이상,euphoria,euphoria,161,3
1263,"나중에. 가. 나도 바로 준비해서 홈쇼핑 들어가봐야돼.",어영,dysphoria,dysphoria,161,4
1264,"그래. 이따 통화해.",이상,euphoria,euphoria,161,5
1265,"일부러 그거땜에 왔어?",어영,neutral,neutral,161,6
1266,"궁금하기도 하고 무슨일있나 걱정도 되고. 보고싶기도 하고.",이상,euphoria,euphoria,161,7
1267,"그렇게 뭐든지 다 알아야돼? 그 치명적 결과에 대해 설마 모르는건 아니겠지? 그럼 더이상 꼬치꼬치 묻는거 하지말아줘.",어영,dysphoria,dysphoria,161,8
1268,"충분히 알아 들었어. 언제든 말하고 싶을때 해. 하기싫음 안해도 되고. 간다.",이상,dysphoria,dysphoria,161,9
1269,"예.",재수,neutral,neutral,162,0
1270,"김이상입니다. 말씀하신 자료 검토해봤습니다. 재수사 필요할거 같습니다.",이상,neutral,neutral,162,1
1271,"당연하지.",재수,neutral,neutral,162,2
1272,"통신.. 허가서?",재수,neutral,neutral,162,3
1273,"수사 보강상 필요합니다.",이상,neutral,neutral,162,4
1274,"이거 아무나 내줘선 안되는거 아닌가.",재수,dysphoria,dysphoria,162,5
1275,"아무나가 아니라 용의자니까 중요한 단서가 될수 있습니다. 그래야 다음 수사를 진행할수 있구요.",이상,neutral,neutral,162,6
1276,"이런식으로 하면 안되지. 아무나 이런식으로 통신수사해대면 대한민국 국민들 맘놓고 통신할수 있겠어요? 결정적인 증거 갖구 오든가.",재수,dysphoria,dysphoria,162,7
1277,"서류 보시면 아시겠지만 정황증거상 용의점이 확실합니다.",이상,dysphoria,dysphoria,162,8
1278,"정황증거라? 감으로 대충 때려맞혀 얼렁뚱땅 꿰맞추는거?",재수,dysphoria,dysphoria,162,9
1279,"표현이 지나치십니다. 정황증거란,",이상,dysphoria,dysphoria,162,10
1280,"김경감. 설마 날 가르칠려고?",재수,dysphoria,dysphoria,162,11
1281,"너무 쉽게 먹을려는거 같은데, 제대로 하지. 요즘 인권 얼마나 중요하게 생각하는지 현장에서 모르진 않을텐데? 철저한 증거주의, 배웠을텐데.",재수,dysphoria,dysphoria,162,12
1282,"그 정도면 용의점 충분하고 허가서 내주셔도 될거 같습니다. 내주십시요.",이상,dysphoria,dysphoria,162,13
1283,"그건 내가 결정해요. 김경감. 내가 만만해 보여요?",재수,dysphoria,dysphoria,162,14
1284,"그런 생각 한적 없습니다.",이상,dysphoria,dysphoria,162,15
1285,"아니면 내가 괜한 트집잡고 꼬투리 잡는걸로 보여요?",재수,dysphoria,dysphoria,162,16
1286,"검사님이 그렇게 하지 않는 이상, 저도 그렇게 생각하지 않습니다.",이상,dysphoria,dysphoria,162,17
1287,"말에 까시가 상당히 박혔네? 이런식으로 나온다면, 언제든 빡쎄게 돌려줄테니 슬슬 준비운동이나 해두시죠.",재수,dysphoria,dysphoria,162,18
1288,"큰애가 전활 안받는다. 혹시 잘못된거 아니라니?",과자,dysphoria,dysphoria,163,0
